WOS relevance rank,Authors,Article Title,Source Title,Publication Year,Volume,Issue,DOI,Relevant? Y/N,micrlocfull,micrtax,otherPhenMicrLink,MicrobesAffectPhenology,manipulationtype,inoctype,phentrait,phentrait_of,anyeffect,SelectionOnPlantMeasured,FitnessComponent,RawDataAvailable,Notes
714,"Lazebnik, J; Tibboel, M; Dicke, M; van Loon, JJA",Inoculation of susceptible and resistant potato plants with the late blight pathogen Phytophthora infestans: effects on an aphid and its parasitoid,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,2017,163,3,10.1111/eea.12582,,,,,,,,,,,,,,
715,"Luo, P; Fu, HL; Lan, ZQ; Zhou, SD; Zhou, HF; Luo, Q",Phytogenetic studies on intergeneric hybridization between Brassica napus and Matthiola incana,ACTA BOTANICA SINICA,2003,45,4,,,,,,,,,,,,,,,
716,"Azaizeh, HA; Neumann, G; Marschner, H",Effects of thiamine (vitamin B1) application on bulk soil and rhizosphere microorganisms and on its release from bean (Phaseolus vulgaris L) seedlings,ZEITSCHRIFT FUR PFLANZENERNAHRUNG UND BODENKUNDE,1995,158,6,,,,,,,,,,,,,,,
717,"Gryganskyi, AP; Humber, RA; Stajich, JE; Mullens, B; Anishchenko, IM; Vilgalys, R","Sequential Utilization of Hosts from Different Fly Families by Genetically Distinct, Sympatric Populations within the Entomophthora muscae Species Complex",PLOS ONE,2013,8,8,10.1371/journal.pone.0071168,,,,,,,,,,,,,,
718,"Cui, CM; Herlihy, JH; Bombarely, A; McDowell, JM; Haak, DC",Draft Assembly of Phytophthora capsici from Long-Read Sequencing Uncovers Complexity,MOLECULAR PLANT-MICROBE INTERACTIONS,2019,32,12,10.1094/MPMI-04-19-0103-TA,,,,,,,,,,,,,,
719,"Michel, DC; Vasques, ICF; Araujo, GDR; de Castro, JL; de Assis, LLR; dos Reis, RHCL; Silva, MLD; Faquim, V",INFLUENCE OF MOLYBDENUM DOSES IN INOCULATION AND MINERAL FERTILIZATION IN COWPEA BEANS,BIOSCIENCE JOURNAL,2020,36,1,10.14393/BJ-v36n1a2020-42343,,,,,,,,,,,,,,
720,"Hussein, KA; Joo, JH",Plant Growth-Promoting Rhizobacteria Improved Salinity Tolerance of Lactuca sativa and Raphanus sativus,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,2018,28,6,10.4014/jmb.1712.12027,,,,,,,,,,,,,,
721,"Chau, A; Heinz, KM; Davies, FT","Influences of fertilization on population abundance, distribution, and control of Frankliniella occidentalis on chrysanthemum",ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,2005,117,1,10.1111/j.1570-7458.2005.00326.x,,,,,,,,,,,,,,
722,"Tansupo, P; Suwannasom, P; Luthria, DL; Chanthai, S; Ruangviriyachai, C",Optimised Separation Procedures for the Simultaneous Assay of Three Plant Hormones in Liquid Biofertilisers,PHYTOCHEMICAL ANALYSIS,2010,21,2,10.1002/pca.1172,,,,,,,,,,,,,,
723,"Jin, HF; Yuan, YG; Gao, FL; Oduor, AMO; Li, JM",The invasive plant Solidago canadensis exhibits partial local adaptation to low salinity at germination but not at later life-history stages,AMERICAN JOURNAL OF BOTANY,2020,107,4,10.1002/ajb2.1456,,,,,,,,,,,,,,
724,"Gok, V; Obuz, E; Sahim, ME; Serteser, A","THE EFFECTS OF SOME NATURAL ANTIOXIDANTS ON THE COLOR, CHEMICAL AND MICROBIOLOGICAL PROPERTIES OF SUCUK (TURKISH DRY-FERMENTED SAUSAGE) DURING RIPENING AND STORAGE PERIODS",JOURNAL OF FOOD PROCESSING AND PRESERVATION,2011,35,5,10.1111/j.1745-4549.2011.00517.x,,,,,,,,,,,,,,
725,"Li, J; Li, M; Gao, XX; Fang, F",Corn straw mulching affects Parthenium hysterophorus and rhizosphere organisms,CROP PROTECTION,2018,113,,10.1016/j.cropro.2018.08.002,,,,,,,,,,,,,,
726,"Thorpe, AS; Barnett, DT; Elmendorf, SC; Hinckley, ELS; Hoekman, D; Jones, KD; LeVan, KE; Meier, CL; Stanish, LF; Thibault, KM",Introduction to the sampling designs of the National Ecological Observatory Network Terrestrial Observation System,ECOSPHERE,2016,7,12,10.1002/ecs2.1627,,,,,,,,,,,,,,
727,"Bano, A; Fatima, M",Salt tolerance in Zea mays (L). following inoculation with Rhizobium and Pseudomonas,BIOLOGY AND FERTILITY OF SOILS,2009,45,4,10.1007/s00374-008-0344-9,,,,,,,,,,,,,,
728,"Ferrocino, I; Bellio, A; Romano, A; Macori, G; Rantsiou, K; Decastelli, L; Cocolin, L",RNA-Based Amplicon Sequencing Reveals Microbiota Development during Ripening of Artisanal versus Industrial Lard d'Arnad,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2017,83,16,10.1128/AEM.00983-17,,,,,,,,,,,,,,
729,"Gonzalez, M; Miglioranza, KSB; de Moreno, JEA; Moreno, VJ",Organochlorine pesticide residues in leek (Allium porrum) crops grown on untreated soils from an agricultural environment,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,2003,51,17,10.1021/jf034349s,,,,,,,,,,,,,,
730,"Pathipanawat, W; Jones, RAC; Sivasithamparam, K",Factors influencing transmission of alfalfa mosaic virus through seed of annual medics (Medicago spp.) and the genetic control of seed transmission rate,AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH,1997,48,7,10.1071/A97011,,,,,,,,,,,,,,
731,"Cox, WJ; Shields, E; Cherney, JH",Planting Date and Seed Treatment Effects on Soybean in the Northeastern United States,AGRONOMY JOURNAL,2008,100,6,10.2134/agronj2008.0015,,,,,,,,,,,,,,
732,"Chen, WT; Tseng, CH; Tsai, CW",Effect of Watermelon Silver Mottle Virus on the Life History and Feeding Preference of Thrips palmi,PLOS ONE,2014,9,7,10.1371/journal.pone.0102021,,,,,,,,,,,,,,
733,"Toure, Y; Ongena, M; Jacques, P; Guiro, A; Thonart, P",Role of lipopeptides produced by Bacillus subtilis GA1 in the reduction of grey mould disease caused by Botrytis cinerea on apple,JOURNAL OF APPLIED MICROBIOLOGY,2004,96,5,10.1111/j.1365-2672.2004.02252.x,,,,,,,,,,,,,,
734,"Gibert, A; Magda, D; Hazard, L",Endophytic fungus fine-tunes the persistence strategy of its alpine host grass in response to soil resource levels,OIKOS,2013,122,3,10.1111/j.1600-0706.2012.19976.x,,,,,,,,,,,,,,
735,"Fang, K; Wang, YZ; Zhang, HB",Differential effects of plant growth-promoting bacteria on invasive and native plants,SOUTH AFRICAN JOURNAL OF BOTANY,2019,124,,10.1016/j.sajb.2019.04.007,,,,,,,,,,,,,,
736,"Bredon, M; Herran, B; Bertaux, J; Greve, P; Moumen, B; Bouchon, D",Isopod holobionts as promising models for lignocellulose degradation,BIOTECHNOLOGY FOR BIOFUELS,2020,13,1,10.1186/s13068-020-01683-2,,,,,,,,,,,,,,
737,"Yuan, HZ; Zhu, ZK; Liu, SL; Ge, TD; Jing, HZ; Li, BZ; Liu, Q; Lynn, TM; Wu, JS; Kuzyakov, Y",Microbial utilization of rice root exudates: C-13 labeling and PLFA composition,BIOLOGY AND FERTILITY OF SOILS,2016,52,5,10.1007/s00374-016-1101-0,,,,,,,,,,,,,,
738,"Manning, RJ; Waters, SD; Callaghan, AA",Saprotrophy of Conidiobolus and Basidiobolus in leaf litter,MYCOLOGICAL RESEARCH,2007,111,,10.1016/j.mycres.2007.08.019,,,,,,,,,,,,,,
739,"Swett, CL; Gordon, TR",Exposure to a pine pathogen enhances growth and disease resistance in Pinus radiata seedlings,FOREST PATHOLOGY,2017,47,1,10.1111/efp.12298,,,,,,,,,,,,,,
740,"Power, SA; Green, ER; Barker, CG; Bell, JNB; Ashmore, MR",Ecosystem recovery: heathland response to a reduction in nitrogen deposition,GLOBAL CHANGE BIOLOGY,2006,12,7,10.1111/j.1365-2486.2006.01161.x,,,,,,,,,,,,,,
741,"Dhyani, A; Sharma, G; Nautiyal, BP; Nautiyal, MC",Propagation and conservation of Lilium polyphyllum D. Don ex Royle,JOURNAL OF APPLIED RESEARCH ON MEDICINAL AND AROMATIC PLANTS,2014,1,4,10.1016/j.jarmap.2014.10.001,,,,,,,,,,,,,,
742,"Shefferson, RP; Warren, RJ; Pulliam, HR",Life-history costs make perfect sprouting maladaptive in two herbaceous perennials,JOURNAL OF ECOLOGY,2014,102,5,10.1111/1365-2745.12281,,,,,,,,,,,,,,
743,"Goss, MJ; de Varennes, A",Soil disturbance reduces the efficacy of mycorrhizal associations for early soybean growth and N-2 fixation,SOIL BIOLOGY & BIOCHEMISTRY,2002,34,8,10.1016/S0038-0717(02)00053-6,,,,,,,,,,,,,,
744,"Gualter, RMR; Boddey, RM; Rumjanek, NG; de Freitas, ACR; Xavier, GR","Agronomic efficiency of rhizobia strains in cowpea cultivated in the Pre-Amazon region, in Maranhao state",PESQUISA AGROPECUARIA BRASILEIRA,2011,46,3,10.1590/S0100-204X2011000300011,,,,,,,,,,,,,,
745,"KHAN, AA; ABAWI, GS; MAGUIRE, JD",INTEGRATING MATRICONDITIONING AND FUNGICIDAL TREATMENT OF TABLE BEET SEED TO IMPROVE STAND ESTABLISHMENT AND YIELD,CROP SCIENCE,1992,32,1,10.2135/cropsci1992.0011183X003200010047x,,,,,,,,,,,,,,
746,"Peralta-Sanchez, JM; Martin-Vivaldi, M; Martin-Platero, AM; Martinez-Bueno, M; Onate, M; Ruiz-Rodriguez, M; Soler, JJ",Avian life history traits influence eggshell bacterial loads: a comparative analysis,IBIS,2012,154,4,10.1111/j.1474-919X.2012.01256.x,,,,,,,,,,,,,,
747,"Finn, CE; Hancock, JF; Mackey, T; Serce, S",Genotype X environment interactions in highbush blueberry (Vaccinium sp. L.) families grown in Michigan and Oregon,JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE,2003,128,2,10.21273/JASHS.128.2.0196,,,,,,,,,,,,,,
748,"de Sousa, LB; Stamford, NP; Oliveira, WD; da Silva, EVN; Martins, MD; Santos, CEDES",Evolution of nutrient availability in maturation phase of composting using proportions of different residues inoculated with Beijerinckia indica,ACTA SCIENTIARUM-AGRONOMY,2018,40,,10.4025/actasciagron.v40i1.35504,,,,,,,,,,,,,,
749,"Singh, G; Sahota, HK","Impact of benzimidazole and dithiocarbamate fungicides on the photosynthetic machinery, sugar content and various antioxidative enzymes in chickpea",PLANT PHYSIOLOGY AND BIOCHEMISTRY,2018,132,,10.1016/j.plaphy.2018.09.001,,,,,,,,,,,,,,
750,"Hettyey, A; Toth, Z; Van Buskirk, J",Inducible chemical defences in animals,OIKOS,2014,123,9,10.1111/oik.01338,,,,,,,,,,,,,,
751,"Thomas, C; Mabon, R; Andrivon, D; Val, F",The Effectiveness of Induced Defense Responses in a Susceptible Potato Genotype Depends on the Growth Rate of Phytophthora infestans,MOLECULAR PLANT-MICROBE INTERACTIONS,2019,32,1,10.1094/MPMI-03-18-0064-R,,,,,,,,,,,,,,
752,"Jover, LF; Flores, CO; Cortez, MH; Weitz, JS",Multiple regimes of robust patterns between network structure and biodiversity,SCIENTIFIC REPORTS,2015,5,,10.1038/srep17856,,,,,,,,,,,,,,
753,"Sun, S; Li, S; Avera, BN; Strahm, BD; Badgley, BD",Soil Bacterial and Fungal Communities Show Distinct Recovery Patterns during Forest Ecosystem Restoration,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2017,83,14,10.1128/AEM.00966-17,,,,,,,,,,,,,,
754,"Despland, E",Effects of phenological synchronization on caterpillar early-instar survival under a changing climate,CANADIAN JOURNAL OF FOREST RESEARCH,2018,48,3,10.1139/cjfr-2016-0537,,,,,,,,,,,,,,
755,"Hippler, FWR; Moreira, M",Mycorrhizal dependence of peanut plants on phosphorus levels,BRAGANTIA,2013,72,2,10.1590/S0006-87052013005000023,,,,,,,,,,,,,,
756,"Kurm, V; van der Putten, WH; de Boer, W; Naus-Wiezer, S; Hol, WHG",Low abundant soil bacteria can be metabolically versatile and fast growing,ECOLOGY,2017,98,2,10.1002/ecy.1670,,,,,,,,,,,,,,
757,"CIPOLLINI, ML; STILES, EW","FRUIT ROT, ANTIFUNGAL DEFENSE, AND PALATABILITY OF FLESHY FRUITS FOR FRUGIVOROUS BIRDS",ECOLOGY,1993,74,3,10.2307/1940803,,,,,,,,,,,,,,
758,"Cheplick, GP",Can endosymbiotic microbes modulate natural selection in plant populations? An example with Lolium perenne and its fungal endophyte,SYMBIOSIS,2018,76,3,10.1007/s13199-018-0563-2,,,,,,,,,,,,,,
759,"Wu, Y; Davis, TS; Eigenbrode, SD",Aphid behavioral responses to virus-infected plants are similar despite divergent fitness effects,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,2014,153,3,10.1111/eea.12246,,,,,,,,,,,,,,
760,"Zhou, Y; Jiang, SJ; Jiao, YJ; Wang, HZ",Synergistic effects of nanochitin on inhibition of tobacco root rot disease,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,2017,99,,10.1016/j.ijbiomac.2017.02.069,,,,,,,,,,,,,,
761,"Lerat, S; Gauci, R; Catford, JG; Vierheilig, H; Piche, Y; Lapointe, L",C-14 transfer between the spring ephemeral Erythronium americanum and sugar maple saplings via arbuscular mycorrhizal fungi in natural stands,OECOLOGIA,2002,132,2,10.1007/s00442-002-0958-9,,,,,,,,,,,,,,
762,"Curvelo, CRD; Rodrigues, FA; Silva, LD; Nascimento, KJT; Berger, PG",Biochemical aspects of cotton resistance to ramularia leaf spot mediated by silicon,BRAGANTIA,2013,72,1,,,,,,,,,,,,,,,
763,"Rohlfs, M; Kurschner, L","Saprophagous insect larvae, Drosophila melanogaster, profit from increased species richness in beneficial microbes",JOURNAL OF APPLIED ENTOMOLOGY,2010,134,8,10.1111/j.1439-0418.2009.01458.x,,,,,,,,,,,,,,
764,"Aung, B; Gruber, MY; Amyot, L; Omari, K; Bertrand, A; Hannoufa, A",MicroRNA156 as a promising tool for alfalfa improvement,PLANT BIOTECHNOLOGY JOURNAL,2015,13,6,10.1111/pbi.12308,,,,,,,,,,,,,,
765,"Katoch, R",Effect of different fertilizer levels on root nodulation and fodder quality in Rice bean (Vigna umbellata) genotypes,RANGE MANAGEMENT AND AGROFORESTRY,2010,31,1,,,,,,,,,,,,,,,
766,"Zlatarski, VN; Stake, JL",The scleractinian corals: a perspective,GEOLOGICA BELGICA,2012,15,4,,,,,,,,,,,,,,,
767,"CARROLL, G",FOREST ENDOPHYTES - PATTERN AND PROCESS,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,1995,73,,10.1139/b95-393,,,,,,,,,,,,,,
768,"AbdElgawad, H; Saleh, AM; Al Jaouni, S; Selim, S; Hassan, MO; Wadaan, MAM; Shuikan, AM; Mohamed, HS; Hozzein, WN",Utilization of actinobacteria to enhance the production and quality of date palm (Phoenix dactylifera L.) fruits in a semi-arid environment,SCIENCE OF THE TOTAL ENVIRONMENT,2019,665,,10.1016/j.scitotenv.2019.02.140,,,,,,,,,,,,,,
769,"Savolainen, T; Kytoviita, MM",Competition for resources is ameliorated by niche differentiation between Solidago virgaurea life-history stages in the Arctic,JOURNAL OF PLANT ECOLOGY,2017,10,6,10.1093/jpe/rtw123,,,,,,,,,,,,,,
770,"de Figueiredo, CC; Resck, DVS; Gomes, AC; Ferreira, EAB; Ramos, MLG",Microbial biomass carbon and nitrogen in response to different management systems cropped with corn in a Red Latosol in the Cerrado,REVISTA BRASILEIRA DE CIENCIA DO SOLO,2007,31,3,,,,,,,,,,,,,,,
771,"DELEON, C; KITBAMROONG, C; BUANGSUWAN, D; TANBOONREK, P",SELECTION FOR RESISTANCE TO AFLATOXIN FORMATION IN MAIZE THROUGH SEED INOCULATION,FOOD ADDITIVES AND CONTAMINANTS,1995,12,3,10.1080/02652039509374335,,,,,,,,,,,,,,
772,"Pfender, WF; Alderman, SC",Evaluation of postharvest burning and fungicides to reduce the polyetic rate of increase of choke disease in orchardgrass seed production,PLANT DISEASE,2003,87,4,10.1094/PDIS.2003.87.4.375,,,,,,,,,,,,,,
773,"Rohlfs, M",Genetic variation and the role of insect life history traits in the ability of Drosophila larvae to develop in the presence of a competing filamentous fungus,EVOLUTIONARY ECOLOGY,2006,20,3,10.1007/s10682-006-0002-3,,,,,,,,,,,,,,
774,"Parker, IM; Gilbert, GS","Density-dependent disease, life-history trade-offs, and the effect of leaf pathogens on a suite of co-occurring close relatives",JOURNAL OF ECOLOGY,2018,106,5,10.1111/1365-2745.13024,,,,,,,,,,,,,,
775,"Gonzalez-Andres, F; Casquero, PA; San-Pedro, C; Hernandez-Sanchez, E",Diversity in white lupin (Lupinus albus L.) landraces from northwest Iberian plateau,GENETIC RESOURCES AND CROP EVOLUTION,2007,54,1,10.1007/s10722-005-1407-5,,,,,,,,,,,,,,
776,"Lins, SRD; de Abreu, MS; Alves, E; Barbosa, JF; de Souza, RM",Report of Xylella fastidiosa in petioles and hypocotyls of coffee plants with symptoms of Buttery spot,CIENCIA E AGROTECNOLOGIA,2008,32,1,,,,,,,,,,,,,,,
777,"Madry, W; Studnicki, M; Rozbicki, J; Golba, J; Gozdowski, D; Pecio, A; Oleksy, A",Ontogenetic-based sequential path analysis of grain yield and its related traits in several winter wheat cultivars,ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,2015,65,7,10.1080/09064710.2015.1039053,,,,,,,,,,,,,,
778,"Cosciani-Cunico, E; Dalzini, E; D'Amico, S; Sfameni, C; Bertasi, B; Losio, MN; Giacometti, F; Daminelli, P",Behaviour of Escherichia coli O157:H7 during the manufacture and ripening of an Italian traditional raw goat milk cheese,ITALIAN JOURNAL OF FOOD SAFETY,2014,3,1,10.4081/ijfs.2014.2243,,,,,,,,,,,,,,
779,"Vargas, R; Kenney, AM; Bilinski, T",Variable Influences of Water Availability and Rhizobacteria on the Growth of Schizachyrium scoparium (Little Bluestem) at Different Ages,FRONTIERS IN MICROBIOLOGY,2019,10,,10.3389/fmicb.2019.00860,,,,,,,,,,,,,,
780,"Varga, S; Kytoviita, MM","Interrelationships between mycorrhizal symbiosis, soil pH and plant sex modify the performance of Antennaria dioica",ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,2010,36,3,10.1016/j.actao.2010.02.002,,,,,,,,,,,,,,
781,"Capo, L; Zappino, A; Reyneri, A; Blandino, M",Role of the Fungicide Seed Dressing in Controlling Seed-Borne Fusarium spp. Infection and in Enhancing the Early Development and Grain Yield of Maize,AGRONOMY-BASEL,2020,10,6,10.3390/agronomy10060784,,,,,,,,,,,,,,
782,"Freitas, AC; Malcata, FX","Influence of milk type, coagulant, salting procedure and ripening time on the final characteristics of Picante cheese",INTERNATIONAL DAIRY JOURNAL,1996,6,11-12,10.1016/S0958-6946(96)00035-0,,,,,,,,,,,,,,
783,"Frieders, EM; McLaughlin, DJ","The heterobasidiomycete moss parasites Jola and Eocronartium in culture: cytology, ultrastructure, and anamorph",MYCOLOGICAL RESEARCH,2001,105,,10.1017/S0953756201004063,,,,,,,,,,,,,,
784,"Margolles, A; Rodriguez, A; delosReyesGavilan, CG","Behavior of Listeria monocytogenes during the manufacture, ripening, and cold storage of Afuega'l Pitu cheese",JOURNAL OF FOOD PROTECTION,1997,60,6,10.4315/0362-028X-60.6.689,,,,,,,,,,,,,,
785,"Tian, BL; Yu, ZZ; Pei, YC; Zhang, Z; Siemann, E; Wan, SQ; Ding, JQ",Elevated temperature reduces wheat grain yield by increasing pests and decreasing soil mutualists,PEST MANAGEMENT SCIENCE,2019,75,2,10.1002/ps.5140,,,,,,,,,,,,,,
786,"Dornez, E; Croes, E; Gebruers, K; Carpentier, S; Swennen, R; Laukens, K; Witters, E; Urban, M; Delcour, JA; Courtin, CM",2-D DIGE reveals changes in wheat xylanase inhibitor protein families due to Fusarium graminearum Delta Tri5 infection and grain development,PROTEOMICS,2010,10,12,10.1002/pmic.200900493,,,,,,,,,,,,,,
787,"Pereira, OL; Kasuya, MCM; Rollemberg, CDL; Borges, AC",In vitro symbiotic seed germination of Oncidium flexuosum (Orchidaceae) by rhizoctonia-like mycorrhizal fungi,REVISTA BRASILEIRA DE CIENCIA DO SOLO,2005,29,2,10.1590/S0100-06832005000200005,,,,,,,,,,,,,,
788,"Pearson, KD; Mast, AR",Mobilizing the community of biodiversity specimen collectors to effectively detect and document outliers in the Anthropocene,AMERICAN JOURNAL OF BOTANY,2019,106,8,10.1002/ajb2.1335,,,,,,,,,,,,,,
789,"Schafer, AM; Kemler, M; Bauer, R; Begerow, D",The illustrated life cycle of Microbotryum on the host plant Silene latifolia,BOTANY,2010,88,10,10.1139/B10-061,,,,,,,,,,,,,,
790,"Metcalf, CJE; Henry, LP; Rebolleda-Gomez, M; Koskella, B",Why Evolve Reliance on the Microbiome for Timing of Ontogeny?,MBIO,2019,10,5,10.1128/mBio.01496-19,,,,,,,,,,,,,,
791,"Milcu, A; Bonkowski, M; Collins, CM; Crawley, MJ",Aphid honeydew-induced changes in soil biota can cascade up to tree crown architecture,PEDOBIOLOGIA,2015,58,4,10.1016/j.pedobi.2015.07.002,,,,,,,,,,,,,,
792,"Lazo, JV; Ascencio, J",Some morphometric and physiological responses induced by fungicide Opera (R) (Pyraclostrobin plus Epoxiconazole) in corn (Zea mays L.),REVISTA DE LA FACULTAD DE AGRONOMIA DE LA UNIVERSIDAD DEL ZULIA,2014,31,1,,,,,,,,,,,,,,,
793,"Seethapathy, P; Gurudevan, T; Subramanian, KS; Kuppusamy, P",Bacterial antagonists and hexanal-induced systemic resistance of mango fruits against Lasiodiplodia theobromae causing stem-end rot,JOURNAL OF PLANT INTERACTIONS,2016,11,1,10.1080/17429145.2016.1252068,,,,,,,,,,,,,,
794,"Cruz-Martinez, K; Rosling, A; Zhang, Y; Song, MZ; Andersen, GL; Banfield, JF",Effect of Rainfall-Induced Soil Geochemistry Dynamics on Grassland Soil Microbial Communities,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2012,78,21,10.1128/AEM.00203-12,,,,,,,,,,,,,,
795,"Vogan, PJ; Schoettle, AW",Carbon Costs of Constitutive and Expressed Resistance to a Non-Native Pathogen in Limber Pine,PLOS ONE,2016,11,10,10.1371/journal.pone.0162913,,,,,,,,,,,,,,
796,"Verges, VL; Van Sanford, D; Brown-Guedira, G",Heritability estimates and response to selection for fusarium head blight resistance in soft red winter wheat,CROP SCIENCE,2006,46,4,10.2135/cropsci2005.11-0412,,,,,,,,,,,,,,
797,"Szabo-Hever, A; Toth, B; Lehoczki-Krsjak, S; Mesterhazy, A",Mapping of FHB resistance QTLs in the Mini Mano/Frontana and Frontana/Remus DH populations,CEREAL RESEARCH COMMUNICATIONS,2008,36,,10.1556/CRC.36.2008.Suppl.B.26,,,,,,,,,,,,,,
798,"Singh, AB; Mathur, C",An aerobiological perspective in allergy and asthma,ASIA PACIFIC ALLERGY,2012,2,3,10.5415/apallergy.2012.2.3.210,,,,,,,,,,,,,,
799,"Zhou, K; Yamagishi, M; Osaki, M",Paenibacillus BRF-1 has biocontrol ability against Phialophora gregata disease and promotes soybean growth,SOIL SCIENCE AND PLANT NUTRITION,2008,54,6,10.1111/j.1747-0765.2008.00308.x,,,,,,,,,,,,,,
800,"Lee, SM; Lee, B; Shim, CK; Chang, YK; Ryu, CM",Plant anti-aging: Delayed flower and leaf senescence in Erinus alpinus treated with cell-free Chlorella cultivation medium,PLANT SIGNALING & BEHAVIOR,2020,15,6,10.1080/15592324.2020.1763005,,,,,,,,,,,,,,
801,"Sousa, MJ; Malcata, FX","Comparison of plant and animal rennets in terms of microbiological, chemical, and proteolysis characteristics of ovine cheese",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,1997,45,1,10.1021/jf9506601,,,,,,,,,,,,,,
802,"Marques-Galvez, JE; Morte, A; Navarro-Rodenas, A",Spring stomatal response to vapor pressure deficit as a marker for desert truffle fruiting,MYCORRHIZA,2020,30,4,10.1007/s00572-020-00966-8,,,,,,,,,,,,,,
803,"Paparu, P; Katafiire, M; Mcharo, M; Ugen, M","Evaluation of fungicide application rates, spray schedules and alternative management options for rust and angular leaf spot of snap beans in Uganda",INTERNATIONAL JOURNAL OF PEST MANAGEMENT,2014,60,1,10.1080/09670874.2014.903445,,,,,,,,,,,,,,
804,"Gongora-Canul, CC; Leandro, LFS",Effect of Soil Temperature and Plant Age at Time of Inoculation on Progress of Root Rot and Foliar Symptoms of Soybean Sudden Death Syndrome,PLANT DISEASE,2011,95,4,10.1094/PDIS-07-10-0489,,,,,,,,,,,,,,
805,"Guardiola, FA; Porcino, C; Cerezuela, R; Cuesta, A; Faggio, C; Esteban, MA","Impact of date palm fruits extracts and probiotic enriched diet on antioxidant status, innate immune response and immune-related gene expression of European seabass (Dicentrarchus labrax)",FISH & SHELLFISH IMMUNOLOGY,2016,52,,10.1016/j.fsi.2016.03.152,,,,,,,,,,,,,,
806,"Sanchez-Yanez, JM; Ayala, IYL; Moreno, JV; Arias, NMM",Maize responds to Azotobacter sp and Burkholderia sp inoculation at reduced dose of nitrogen fertilizer,SCIENTIA AGROPECUARIA,2014,5,1,,,,,,,,,,,,,,,
807,"Neto, ALD; Schmidt, M; Hartman, GL; Li, SX; Diers, BW",Inoculation methods under greenhouse conditions for evaluating soybean resistance to sudden death syndrome,PESQUISA AGROPECUARIA BRASILEIRA,2008,43,11,10.1590/S0100-204X2008001100005,,,,,,,,,,,,,,
808,"SANDERSON, PG; JEFFERS, SN","CRANBERRY COTTONBALL - DISPERSAL PERIODS OF PRIMARY AND SECONDARY INOCULA OF MONILINIA-OXYCOCCI, HOST SUSCEPTIBILITY, AND DISEASE DEVELOPMENT",PHYTOPATHOLOGY,1992,82,4,10.1094/Phyto-82-384,,,,,,,,,,,,,,
809,"Xue, RG; Xie, HF; Zhang, B",A multi-needle-assisted transformation of soybean cotyledonary node cells,BIOTECHNOLOGY LETTERS,2006,28,19,10.1007/s10529-006-9123-6,,,,,,,,,,,,,,
810,"Mortimer, PE; Perez-Fernandez, MA; Valentine, AJ",The role of arbuscular mycorrhizal colonization in the carbon and nutrient economy of the tripartite symbiosis with nodulated Phaseolus vulgaris,SOIL BIOLOGY & BIOCHEMISTRY,2008,40,5,10.1016/j.soilbio.2007.11.014,,,,,,,,,,,,,,
811,"Gebril, S; Seger, M; Villanueva, FM; Ortega, JL; Bagga, S; Sengupta-Gopalan, C",Transgenic alfalfa (Medicago sativa) with increased sucrose phosphate synthase activity shows enhanced growth when grown under N-2-fixing conditions,PLANTA,2015,242,4,10.1007/s00425-015-2342-0,,,,,,,,,,,,,,
812,"Seneviratne, M; Gunaratne, S; Bandara, T; Weerasundara, L; Rajakaruna, N; Seneviratne, G; Vithanage, M",Plant growth promotion by Bradyrhizobium japonicum under heavy metal stress,SOUTH AFRICAN JOURNAL OF BOTANY,2016,105,,10.1016/j.sajb.2016.02.206,,,,,,,,,,,,,,
813,"Martins, GLM; Tomquelski, GV; Papa, G",APLICATION OF ACYBENZOLAR-S-METHYL ON COTTON CROP TO CONTROL OF Aphis gossypii (GLOVER) AND Ramularia areola (ATKINSON),REVISTA DE AGRICULTURA NEOTROPICAL,2015,2,1,,,,,,,,,,,,,,,
814,"Brar, SK; Singh, P",Response of cluster bean (Cyamopsis tetragonoloba L. Taub.) cultivars to dual inoculation with fixing and phosphorous solubizing bacteria,LEGUME RESEARCH,2017,40,1,10.18805/lr.v0i0.7021,,,,,,,,,,,,,,
815,"HERRIDGE, DF; HOLLAND, JF","LOW NODULATION AND N2 FIXATION LIMITS YIELD OF PIGEONPEA ON ALKALINE VERTISOLS OF NORTHERN NSW - EFFECT OF IRON, RHIZOBIA AND PLANT GENOTYPE",AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH,1993,44,1,10.1071/AR9930137,,,,,,,,,,,,,,
