WOS relevance rank	ScorerInits	Authors	Article Title	Source Title	Publication Date	Publication Year	Volume	Issue	DOI	Relevant? Y/N	relevantpt2	Second opinion needed?	second opinion note	Plant species	who will split out individual effects in study	lifeform	mating	MicrobeM-P-O	micr.loc.raw	Micrloc.1	Micrloc.2	micrtax.raw	micrtax.sim1	micrtax.sim2	phen infl micr	phenology of microbes	culture.vsother	culture.sim	strainvcomm.raw	Strainvcomm.1	phen.trait.raw	phen.trait.2	anyeffect	direction.effect.split	direction.grouped	state.relative.too	treatment	reason/s for multiple directions of effects	selection.measured	What fitness components?	raw data available?	Notes	
279	AO	Naveed, M; Mitter, B; Yousaf, S; Pastar, M; Afzal, M; Sessitsch, A	The endophyte Enterobacter sp FD17: a maize growth enhancer selected based on rigorous testing of plant beneficial traits and colonization characteristics	BIOLOGY AND FERTILITY OF SOILS	FEB	2014	50	2	10.1007/s00374-013-0854-y	y	y	n		Zea mays ssp mays	MRG	annual	outcross		root	root	root	bacteria	bacteria	bacteria	n	n	culture	culture	strains	strain	flowering time	flowering time	y	expanded	earlier	whithout focal microbe	Enterobacter sp. FD17;  cultivar Morigon	multiple microbes	almost	yield	genotype means would be extractable	Enterobacter was the only one tested for flowering time; reduced days to flower; all increased germination; yield measured but only two genotypes; connection lacking between germination probability and shoot mass -- also fitness of ungerminated seed not taken into account so ??? with that	
279	AO	Naveed, M; Mitter, B; Yousaf, S; Pastar, M; Afzal, M; Sessitsch, A	The endophyte Enterobacter sp FD17: a maize growth enhancer selected based on rigorous testing of plant beneficial traits and colonization characteristics	BIOLOGY AND FERTILITY OF SOILS	FEB	2014	50	2	10.1007/s00374-013-0854-y	y	y	n		Zea mays ssp mays	MRG	annual	outcross		root	root	root	bacteria	bacteria	bacteria	n	n	culture	culture	strains	strain	flowering time	flowering time	y	expanded	earlier	whithout focal microbe		multiple microbes	almost	yield	genotype means would be extractable	Enterobacter was the only one tested for flowering time; reduced days to flower; all increased germination; yield measured but only two genotypes; connection lacking between germination probability and shoot mass -- also fitness of ungerminated seed not taken into account so ??? with that	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 1 (I named populations as they appear in plot); Biota 15.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 1 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	later	later	average microbial treatment	pop 1 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none 	average microbial treatment	pop 2 (I named populations as they appear in plot); Biota 15.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	later	later	average microbial treatment	pop 2 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 2 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 3 (I named populations as they appear in plot); Biota 15.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 3 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 3 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	various	average microbial treatment	pop 4 (I named populations as they appear in plot); Biota 15.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	various	average microbial treatment	pop 4 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	later	various	average microbial treatment	pop 4 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 5 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 5 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 5 (I named populations as they appear in plot); Biota 15.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 6 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 6 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 6 (I named populations as they appear in plot); Biota 15.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 7 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 7 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 7 (I named populations as they appear in plot); Biota 15.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 8 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 8 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 8 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 9 (I named populations as they appear in plot); Biota 15	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 9 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop9 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 10 (I named populations as they appear in plot); Biota 15	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 10 (I named populations as they appear in plot); Biota 14.3	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
394	AO	O'Brien, AM; Sawers, RJH; Strauss, SY; Ross-Ibarra, J	Adaptive phenotypic divergence in an annual grass differs across biotic contexts	EVOLUTION	NOV	2019	73	11	10.1111/evo.13818	y	y	n		Zea mays ssp mexicana	MRG	annual	outcross		soil	soil; root	root	mixed	mixed	mixed	n	n	direct	direct	community	community	flowering time	flowering time	y	none	none	average microbial treatment	pop 10 (I named populations as they appear in plot); Biota 13.0	genotypes respond differently to one biota relative to another (some delayed, some advanced, 10 populations and 100 families, specifics not listed in paper)	y	biomass	yes	a link is argued to exist between biomass and total seed production in another subspecies of this annual plant	
142	MRG	Escalante-Espinosa, E; Gallegos-Martinez, ME; Favela-Torres, E; Gutierrez-Rojas, M	Improvement of the hydrocarbon phytoremediation rate by Cyperus laxus Lam. inoculated with a microbial consortium in a model system	CHEMOSPHERE	APR	2005	59	3	10.1016/j.chemosphere.2004.10.034	y	y	n		Cyperus laxus	MRG	perennial		other	Soil	soil	root	Fungi/bacteria	mixed	mixed	n	n	culturing step	culture	strains	strain mix	Flowering time	flowering time	y	earlier	earlier	whithout focal microbe	toxic hydrocrabons present		n	infloresence number but trait & possible fitness measure not preserved at an individual level			
330	MRW	Baskaran, V; Misra, RL; Singh, SK; Abirami, K	Response of bio-fertilizers and commercial formulations on growth, yield and corm production of gladiolus	INDIAN JOURNAL OF HORTICULTURE	JUN	2014	71	2		y	y	n	location of root in addition to soil is best guess based on taxonomy (AO)	gladiolus	MRG	perennial		nutrients	soil; root	soil; root	root	commercial inoculant	bacteria	bacteria	n	n	culturing	culture	commercial inoculant	strain mix	germination time	germination time	y	later	later	whithout focal microbe	Annapuma mix	multiple inocula tested	n	biomass		Info from abstract only; can't access paper	
330	MRW	Baskaran, V; Misra, RL; Singh, SK; Abirami, K	Response of bio-fertilizers and commercial formulations on growth, yield and corm production of gladiolus	INDIAN JOURNAL OF HORTICULTURE	JUN	2014	71	2		y	y	n	location of root in addition to soil is best guess based on taxonomy (AO)	gladiolus	MRG	perennial		nutrients	soil; root	soil; root	root	commercial inoculant	bacteria	bacteria	n	n	culturing	culture	commercial inoculant	strain	germination time	germination time	y	none	none	whithout focal microbe	Phosphorus solubilizing bacteria	multiple inocula tested	n	biomass		Info from abstract only; can't access paper	
330	MRW	Baskaran, V; Misra, RL; Singh, SK; Abirami, K	Response of bio-fertilizers and commercial formulations on growth, yield and corm production of gladiolus	INDIAN JOURNAL OF HORTICULTURE	JUN	2014	71	2		y	y	n	location of root in addition to soil is best guess based on taxonomy (AO)	gladiolus	MRG	perennial			soil; root	soil; root	root	commercial inoculant	bacteria	bacteria	n	n	culturing	culture	commercial inoculant	strain	germination time	germination time	y	none	none	whithout focal microbe	Azospirillum	multiple inocula tested	n	biomass		Info from abstract only; can't access paper	
330	MRW	Baskaran, V; Misra, RL; Singh, SK; Abirami, K	Response of bio-fertilizers and commercial formulations on growth, yield and corm production of gladiolus	INDIAN JOURNAL OF HORTICULTURE	JUN	2014	71	2		y	y	n	location of root in addition to soil is best guess based on taxonomy (AO)	gladiolus	MRG	perennial			soil; root	soil; root	root	commercial inoculant	bacteria	bacteria	n	n	culturing	culture	commercial inoculant	strain	germination time	germination time	y	none	none	whithout focal microbe	Azotobacter	multiple inocula tested	n	biomass		Info from abstract only; can't access paper	
330	MRW	Baskaran, V; Misra, RL; Singh, SK; Abirami, K	Response of bio-fertilizers and commercial formulations on growth, yield and corm production of gladiolus	INDIAN JOURNAL OF HORTICULTURE	JUN	2014	71	2		y	y	n	location of root in addition to soil is best guess based on taxonomy (AO)	gladiolus	MRG	perennial		nutrients	soil; root	soil; root	root	commercial inoculant	bacteria	bacteria	n	n	culturing	culture	commercial inoculant	strain mix	flowering	flowering time	y	earlier	later	whithout focal microbe	Annapuma mix	multiple inocula tested	n	biomass		Info from abstract only; can't access paper	
330	MRW	Baskaran, V; Misra, RL; Singh, SK; Abirami, K	Response of bio-fertilizers and commercial formulations on growth, yield and corm production of gladiolus	INDIAN JOURNAL OF HORTICULTURE	JUN	2014	71	2		y	y	n	location of root in addition to soil is best guess based on taxonomy (AO)	gladiolus	MRG	perennial		nutrients	soil; root	soil; root	root	commercial inoculant	bacteria	bacteria	n	n	culturing	culture	commercial inoculant	strain	flowering	flowering time	y	none	none	whithout focal microbe	Phosphorus solubilizing bacteria	multiple inocula tested	n	biomass		Info from abstract only; can't access paper	
330	MRW	Baskaran, V; Misra, RL; Singh, SK; Abirami, K	Response of bio-fertilizers and commercial formulations on growth, yield and corm production of gladiolus	INDIAN JOURNAL OF HORTICULTURE	JUN	2014	71	2		y	y	n	location of root in addition to soil is best guess based on taxonomy (AO)	gladiolus	MRG	perennial			soil; root	soil; root	root	commercial inoculant	bacteria	bacteria	n	n	culturing	culture	commercial inoculant	strain	flowering	flowering time	y	later	none	whithout focal microbe	Azospirillum	multiple inocula tested	n	biomass		Info from abstract only; can't access paper	
330	MRW	Baskaran, V; Misra, RL; Singh, SK; Abirami, K	Response of bio-fertilizers and commercial formulations on growth, yield and corm production of gladiolus	INDIAN JOURNAL OF HORTICULTURE	JUN	2014	71	2		y	y	n	location of root in addition to soil is best guess based on taxonomy (AO)	gladiolus	MRG	perennial			soil; root	soil; root	root	commercial inoculant	bacteria	bacteria	n	n	culturing	culture	commercial inoculant	strain	flowering	flowering time	y	earlier	none	whithout focal microbe	Azotobacter	multiple inocula tested	n	biomass		Info from abstract only; can't access paper	
385	MRW	Cheplick, GP	Host genotype overrides fungal endophyte infection in influencing tiller and spike production of Lolium perenne (Poaceae) in a common garden experiment	AMERICAN JOURNAL OF BOTANY	SEP	2008	95	9	10.3732/ajb.0800042	y	y	n		Lolium perenne (winter ryegrass)	MRG	perennial			leaf	leaves	shoot	Neotyphodium lolii	fungi	fungi	n	n	removal via fungicide	removed	strain(s)	strain	flowering proportion; flowering time	flowering time	n	none	none	whithout focal microbe	Genotype B		n	biomass	no		
385	MRW	Cheplick, GP	Host genotype overrides fungal endophyte infection in influencing tiller and spike production of Lolium perenne (Poaceae) in a common garden experiment	AMERICAN JOURNAL OF BOTANY	SEP	2008	95	9	10.3732/ajb.0800042	y	y	n		Lolium perenne (winter ryegrass)	MRG	perennial			leaf	leaves	shoot	Neotyphodium lolii	fungi	fungi	n	n	removal via fungicide	removed	strain(s)	strain	flowering proportion; flowering time	flowering time	n	none	none	whithout focal microbe	Genotype D		n	biomass	no		
385	MRW	Cheplick, GP	Host genotype overrides fungal endophyte infection in influencing tiller and spike production of Lolium perenne (Poaceae) in a common garden experiment	AMERICAN JOURNAL OF BOTANY	SEP	2008	95	9	10.3732/ajb.0800042	y	y	n		Lolium perenne (winter ryegrass)	MRG	perennial			leaf	leaves	shoot	Neotyphodium lolii	fungi	fungi	n	n	removal via fungicide	removed	strain(s)	strain	flowering proportion; flowering time	flowering time	n	none	none	whithout focal microbe	Genotype E		n	biomass	no		
385	MRW	Cheplick, GP	Host genotype overrides fungal endophyte infection in influencing tiller and spike production of Lolium perenne (Poaceae) in a common garden experiment	AMERICAN JOURNAL OF BOTANY	SEP	2008	95	9	10.3732/ajb.0800042	y	y	n		Lolium perenne (winter ryegrass)	MRG	perennial			leaf	leaves	shoot	Neotyphodium lolii	fungi	fungi	n	n	removal via fungicide	removed	strain(s)	strain	flowering proportion; flowering time	flowering time	n	none	none	whithout focal microbe	Genotype G		n	biomass	no		
385	MRW	Cheplick, GP	Host genotype overrides fungal endophyte infection in influencing tiller and spike production of Lolium perenne (Poaceae) in a common garden experiment	AMERICAN JOURNAL OF BOTANY	SEP	2008	95	9	10.3732/ajb.0800042	y	y	n		Lolium perenne (winter ryegrass)	MRG	perennial			leaf	leaves	shoot	Neotyphodium lolii	fungi	fungi	n	n	removal via fungicide	removed	strain(s)	strain	flowering proportion; flowering time	flowering time	n	none	none	whithout focal microbe	Genotype H		n	biomass	no		
